"","x"
"1001",2.38159217138449e-05
"1002",2.38359299057604e-05
"1003",2.38189380592366e-05
"1004",2.38079729146614e-05
"1005",2.379078035878e-05
"1006",2.3724006901095e-05
"1007",2.36548773832536e-05
"1008",2.35700069547078e-05
"1009",2.34993937074409e-05
"1010",2.34438553998343e-05
"1011",2.34473613799193e-05
"1012",2.34435896575707e-05
"1013",2.34381870140046e-05
"1014",2.34647401333649e-05
"1015",2.34659343589e-05
"1016",2.35174263194051e-05
"1017",2.36112762123562e-05
"1018",2.3676286004109e-05
"1019",2.37520012161251e-05
"1020",2.38048910150416e-05
"1021",2.38161845075588e-05
"1022",2.38087724044036e-05
"1023",2.3741367000569e-05
"1024",2.36111389966023e-05
"1025",2.34819629704026e-05
"1026",2.3372505543873e-05
"1027",2.32803586700617e-05
"1028",2.3247201183722e-05
"1029",2.32594183828129e-05
"1030",2.33484295019117e-05
"1031",2.35384866142122e-05
"1032",2.3605144872648e-05
"1033",2.36314976346961e-05
"1034",2.35884684945965e-05
"1035",2.34203404823814e-05
"1036",2.31467854301361e-05
"1037",2.29499900352018e-05
"1038",2.29316632440558e-05
"1039",2.31257377066654e-05
"1040",2.33811872195513e-05
"1041",0.135299354383186
"1042",1.22690898102711
"1043",310.986287001168
"1044",-0.555551942712619
